concept1,concept2,textures,mse,range
evil,peace,"M75, F75, F22, P102, P75, S102",0.00113899463878239,0.8871382631729252
evil,peace,"F102, F75, F51, P102, M0, G22",0.00115697028757826,0.9372714153480268
evil,peace,"F51, G51, F75, P102, F102, F53",9.865787381301168e-4,0.9345952277884668
evil,peace,"G102, M51, F22, G51, F75, P102",0.00107214486203364,0.8878876520098122
evil,peace,"S53, P53, P102, G53, S0, M24",0.00134528923601853,0.9148920322833474
evil,peace,"P75, S53, M51, F51, G51, P102",9.960110838440296e-4,0.890186504451697
evil,peace,"S75, F102, P53, P22, M22, G51",8.327973702908765e-4,0.9709912111527468
evil,peace,"P102, G51, M53, G75, S102, M51",6.519686470987405e-4,0.9385210482241568
evil,peace,"P24, F0, M22, M0, F102, M53",0.00119616021720124,0.9231643542553092
evil,peace,"M24, G51, P24, G53, G0, M53",9.86916728075871e-4,0.8966682472813501
evil,peace,"P53, G51, P22, M53, G75, F102",9.243363014420024e-4,0.9707198955826152
evil,peace,"F102, G102, S22, M51, P102, S53",0.00107445851934386,0.921294050659956
evil,peace,"G102, G53, P102, S24, S22, S51",9.669622193659962e-4,0.8904532067567941
evil,peace,"S75, F24, P75, S0, P102, M75",0.00127446194073974,0.9006815906717627
evil,peace,"P75, F51, S22, S51, G53, P102",0.00148923316187316,0.9374960368545412
evil,peace,"F75, S51, P102, F53, G51, S75",0.00123975125787459,0.948019137411012
evil,peace,"F75, M51, G102, F22, G51, P102",0.00107214486203364,0.8878876520098122
evil,peace,"P22, S102, F24, S22, S53, G102",0.00127679201656466,0.8747457292163572
evil,peace,"M0, P24, G53, S102, G0, M22",0.00112499336947057,0.8987141933353018
evil,peace,"S102, M51, G51, P102, M53, G75",6.519686470987405e-4,0.9385210482241568
evil,peace,"M53, M22, F102, P102, F22, G22",0.00103743150314168,0.9403613391979952
evil,peace,"P102, M102, M0, G22, F75, S53",0.00128192128014981,0.9895673165075282
evil,peace,"F0, G102, G0, M0, G75, M22",0.00111678081723084,0.8824060786616268
evil,peace,"M53, S22, P53, P22, G51, S75",0.00123311702082681,0.9874616248510316
evil,peace,"P102, M53, M102, G22, G51, F24",9.308491581105064e-4,0.977394733072496
evil,peace,"P22, F24, P24, S22, F102, G22",0.0014238630738718,0.9473687685037252
evil,peace,"P102, F24, G75, G51, F53, S22",0.00121414026133181,0.991229057735958
evil,peace,"S102, P22, P75, M51, F102, S24",0.00125329515520534,0.8980594468877069
evil,peace,"G51, P102, M51, F102, S75, M53",0.0011448625090221,0.9635356835145178
evil,peace,"S53, F53, G22, P102, F102, F22",9.17640394590322e-4,0.9395935388818488
evil,peace,"M22, S102, S22, G51, P22, P53",7.333851675765388e-4,0.9459765758623856
evil,peace,"F22, P102, G102, G53, S24, S22",0.00106284754860465,0.9040979136309322
evil,peace,"G102, F51, S22, S24, P102, G53",9.094881550879634e-4,0.9029435777862208
evil,peace,"P102, S51, G102, M102, M75, S24",0.00122448266276484,0.882149684582435
evil,peace,"P102, F24, S102, F75, S0, P75",8.539354358654525e-4,0.882277797098499
evil,peace,"G51, M51, M0, F53, M53, P51",8.577021179249047e-4,0.8995622373803186
evil,peace,"G53, S24, M102, F53, P102, S102",0.00103801406060774,0.911528723693728
evil,peace,"G53, P102, G75, S24, P75, G24",0.00115156613878825,0.8945339749240317
evil,peace,"P75, P22, P0, F102, S24, S75",0.00135204205504163,0.9494149612435449
evil,peace,"F75, M75, G22, P53, P22, F24",0.00107205541475543,0.9275056973524188
evil,peace,"M24, P24, P22, P53, G102, P51",0.00119410558849094,0.9767241465844712
evil,peace,"F53, M22, M51, G22, P51, M0",0.0012172614913113,0.8995622373803186
evil,peace,"F24, P24, M0, M53, G51, F53",9.827853433843122e-4,0.8942598154302956
evil,peace,"M75, P51, F53, M0, G51, M53",8.813213347286917e-4,0.8995622373803186
evil,peace,"F102, S102, S24, M0, P102, F24",0.00119998901832789,0.922143528455495
evil,peace,"G75, S53, S0, F53, G51, P102",0.00111654340492621,0.9350562315978194
evil,peace,"P24, F22, F75, G22, F102, P22",0.00109317059607566,0.8809360164251623
evil,peace,"P102, F53, G22, S53, S0, F102",9.332575987619204e-4,0.9350562315978194
evil,peace,"M75, M0, G22, P51, M24, F53",8.442940989026033e-4,0.8995622373803186
evil,peace,"M53, M0, P24, S75, M24, F0",0.00112383144527576,0.908369767479006
evil,peace,"M75, F0, P51, F24, F51, G0",0.00153963317061694,0.9258889060527477
evil,peace,"P102, G51, F75, S0, F24, P75",9.451011011396334e-4,0.882277797098499
evil,peace,"F102, F24, G24, G102, S102, P22",0.00110791850997289,0.8974562416694369
evil,peace,"F75, P22, G51, F22, P24, M102",0.00133942609317207,0.8809360164251623
evil,peace,"S24, P102, S102, G53, F53, G75",0.00104059357206141,0.914421014831708
evil,peace,"G102, G53, S24, S22, S51, P102",9.669622193659962e-4,0.8904532067567941
evil,peace,"P75, F24, F75, P102, S102, F51",8.707905698784574e-4,0.8853926208269947
evil,peace,"M24, F0, G0, F102, P75, M0",0.0011588723597621,0.8748462276524418
evil,peace,"F102, G51, M0, G24, P102, S53",0.00114665192763594,0.94997467396853
evil,peace,"F24, G102, S102, P22, S22, S51",0.00134570773326987,0.8747457292163572
evil,peace,"G53, F22, S75, G102, F51, P102",0.00125785301330486,0.950697374003163
evil,peace,"M0, F102, S0, S53, P102, G22",0.00116555863928224,0.9377324191573794
evil,peace,"P75, F102, S0, P22, P0, M102",0.00122698715549058,0.9484916786990484
evil,peace,"S0, P102, G102, S53, G53, F102",0.0013413602640815,0.8945245478650243
evil,peace,"P51, M0, F53, M53, S102, G53",0.00132481556038124,0.8995622373803186
evil,peace,"F22, S24, P102, G53, S75, G102",0.00104837910913059,0.9040979136309322
evil,peace,"P0, G22, P102, F53, S75, G75",0.00128817688166155,0.9865923214812086
evil,peace,"P102, S102, M51, M53, G51, G75",6.519686470987405e-4,0.9385210482241568
evil,peace,"G51, M51, M53, F53, P51, M0",8.577021179249047e-4,0.8995622373803186
evil,peace,"S75, S53, G22, P102, S51, F53",0.00114931469698395,0.9518442979469682
evil,peace,"M51, P75, F102, G53, P102, F75",0.00115540197528576,0.8894580809527786
evil,peace,"G102, S53, M102, G53, S24, P102",0.00109199375219214,0.870997039960933
evil,peace,"M53, M51, M0, P24, G51, F53",8.762358176867854e-4,0.8942598154302956
evil,peace,"F51, G102, P102, G53, M102, P0",0.00149404357003708,0.9228890317470267
evil,peace,"P102, G24, F24, F75, S102, G102",8.636952546913856e-4,0.8943162984531365
evil,peace,"S53, M0, M53, F0, F51, P51",0.00130038017329908,0.914644430995795
evil,peace,"M102, G102, S75, P102, M51, S53",0.00118120343040157,0.9417696098127036
evil,peace,"S53, F53, G51, M53, M22, P51",0.00166345533989646,0.8928040330145951
evil,peace,"F22, G51, P102, F53, S53, F102",9.600950219726603e-4,0.9395935388818488
evil,peace,"M53, G51, G22, M51, P102, S22",9.267102531162222e-4,0.977394733072496
evil,peace,"M0, P51, M22, M53, F0, F102",0.00132714297229743,0.9271352647934652
evil,peace,"M102, F53, S102, P102, G51, S53",0.00131275771010476,0.9489228643457958
evil,peace,"M0, F102, P102, S53, G24, G51",0.00114665192763594,0.94997467396853
evil,peace,"F53, G24, P102, S53, G75, G22",0.00109321207720918,0.94729848640897
evil,peace,"S53, F51, G22, M51, P102, P75",0.0010823671746474,0.890186504451697
evil,peace,"P102, M24, G22, F102, S0, M53",0.00108197148595633,0.925566752421692
evil,peace,"G102, F22, G22, M51, P22, F75",0.00113551176298224,0.9145655750718512
evil,peace,"M53, M24, F102, G22, F22, P102",0.00107670799265406,0.925566752421692
evil,peace,"S24, F24, G75, M0, S102, P102",0.00118431413531344,0.917097202391268
evil,peace,"M0, P102, F75, G22, S75, S51",0.00133114322061626,0.950695324970572
evil,peace,"F75, G24, P102, P75, P0, G51",0.00125171691862986,0.8923489940920566
evil,peace,"F51, G51, F75, P102, F24, G102",0.00118754137156875,0.8853926208269947
evil,peace,"S53, P102, M75, F102, P75, F24",0.00107696079590699,0.9006815906717627
evil,peace,"G51, M53, G0, P0, M24, P24",0.0010901525338226,0.8966682472813501
evil,peace,"M0, P51, G22, G53, F53, M22",9.99719011755299e-4,0.8995622373803186
evil,peace,"F75, P102, S0, P53, M22, M51",0.00139539066645071,0.914081283443195
